# log10[sigma], log10[Mass], delta_log10[Mass]
2.012837224705172012e+00	6.612783856719735454e+00	4.339999999999999969e-01
2.459392487759231027e+00	9.591064607026499544e+00	4.228717948717948816e-01
2.507855871695830796e+00	9.146128035678238177e+00	4.495000000000000107e-01
2.198657086954422635e+00	6.230448921378274107e+00	4.467647058823528972e-01
2.498310553789600430e+00	9.431363764158987806e+00	4.259629629629629877e-01
1.875061263391700095e+00	6.414973347970818196e+00	4.339999999999999969e-01
2.204119982655924570e+00	8.146128035678238177e+00	5.114999999999999547e-01
2.371067862271736271e+00	8.934498451243568340e+00	4.491395348837209367e-01
2.320146286111054224e+00	8.230448921378274107e+00	4.237882352941176323e-01
2.311753861055754200e+00	7.602059991327962507e+00	4.339999999999999969e-01
2.169968173996892347e+00	7.832508912706236615e+00	4.339999999999999969e-01
2.522444233506319744e+00	1.023044892137827411e+01	4.339999999999999969e-01
2.338456493604604614e+00	7.851258348719075464e+00	4.829014084507042281e-01
2.354108439147400755e+00	8.230448921378274107e+00	4.339999999999999969e-01
2.515873843711679214e+00	9.176091259055681348e+00	4.339999999999999969e-01
2.240549248282599937e+00	8.770852011642144674e+00	4.339999999999999969e-01
2.471291711058938745e+00	8.707570176097936709e+00	4.297450980392156783e-01
2.471291711058938745e+00	9.113943352306836942e+00	4.056230769230769195e-01
2.460897842756547771e+00	9.579783596616810115e+00	4.339999999999999969e-01
2.159867847092566517e+00	6.892094602690480798e+00	4.339999999999999969e-01
2.161368002234974828e+00	7.146128035678238177e+00	3.875000000000000111e-01
2.276461804173244285e+00	7.612783856719735454e+00	4.287073170731707239e-01
2.220108088040054994e+00	7.082785370316449836e+00	4.339999999999999969e-01
2.155336037465061860e+00	7.903089986991943761e+00	4.584124999999999450e-01
2.487138375477186525e+00	9.568201724066994984e+00	4.281351351351351253e-01
2.361727836017593063e+00	8.949390006644913242e+00	4.925168539325843198e-01
2.123851640967085785e+00	7.176091259055681348e+00	3.906000000000000028e-01
2.311753861055754200e+00	8.342422680822206615e+00	4.241363636363636447e-01
2.086359830674748395e+00	6.880813592280791369e+00	4.368552631578946910e-01
2.161368002234974828e+00	8.255272505103306457e+00	4.279722222222222539e-01
2.313867220369153266e+00	8.623249290397900779e+00	4.288333333333333441e-01
2.155336037465061860e+00	7.041392685158225362e+00	4.320272727272727598e-01
2.169968173996892347e+00	7.518513939877887076e+00	4.339999999999999969e-01
2.000000000000000000e+00	6.778151250383643855e+00	4.303833333333333400e-01
2.328379603438737622e+00	8.518513939877887964e+00	4.931818181818182212e-01
2.359835482339887935e+00	8.146128035678238177e+00	4.184999999999999831e-01
2.260071387985074676e+00	8.672097857935717968e+00	4.339999999999999969e-01
2.431363764158987362e+00	9.986771734266245204e+00	4.451855670103092577e-01
2.434568904034198678e+00	8.929418925714292854e+00	4.339999999999999969e-01
2.255272505103306013e+00	8.255272505103306457e+00	4.701666666666666217e-01
2.060697840353611809e+00	7.564666064252089761e+00	4.339999999999999969e-01
2.498310553789600430e+00	8.724275869600788269e+00	4.339999999999999969e-01
2.383815365980431089e+00	8.991226075692495101e+00	4.339999999999999969e-01
2.352182518111362697e+00	8.662757831681574316e+00	4.858913043478261251e-01
2.471291711058938745e+00	8.963787827345555570e+00	4.387173913043478368e-01
2.030194785356751019e+00	6.944482672150168234e+00	4.339999999999999969e-01
2.222716471147583306e+00	7.845098040014256924e+00	4.309000000000000052e-01
2.498310553789600430e+00	9.380211241711606363e+00	4.520833333333333370e-01
2.278753600952828862e+00	7.949390006644912354e+00	4.364382022471909872e-01
2.510545010206612027e+00	9.792391689498254337e+00	4.304999999999999938e-01
2.045322978786657586e+00	7.146128035678238177e+00	4.324500000000000011e-01
2.346352974450638840e+00	8.674861140737812448e+00	4.339999999999999969e-01
2.209515014542630773e+00	7.944482672150168234e+00	4.339999999999999969e-01
2.361727836017593063e+00	8.826074802700826893e+00	4.372388059701491914e-01
2.133538908370217424e+00	7.924279286061882033e+00	4.624166666666666425e-01
2.532754378992497557e+00	9.672097857935717968e+00	4.386170212765957976e-01
2.247973266361806832e+00	8.301029995663981254e+00	4.339999999999999969e-01
2.049218022670181494e+00	6.832508912706236615e+00	4.339999999999999969e-01
2.550228353055094210e+00	9.146128035678238177e+00	4.339999999999999969e-01
1.982271233039568425e+00	6.204119982655925014e+00	4.339999999999999969e-01
2.346352974450638840e+00	8.903089986991943761e+00	4.801124999999999976e-01
2.176091259055681348e+00	7.770852011642143786e+00	4.376779661016949041e-01
2.522444233506319744e+00	9.681241237375587616e+00	3.933125000000000093e-01
2.485721426481580121e+00	9.544068044350275670e+00	4.215999999999999748e-01
2.262451089730429299e+00	8.230448921378274107e+00	4.212352941176470411e-01
2.369215857410142956e+00	8.690196080028513848e+00	4.295714285714285485e-01
2.502427119984432569e+00	9.579783596616810115e+00	4.625526315789473819e-01
2.462397997898956081e+00	8.778151250383643855e+00	4.339999999999999969e-01
2.200029266553770402e+00	7.481442628502304792e+00	4.347161716171617507e-01
2.200029266553770402e+00	6.991226075692495101e+00	4.339999999999999969e-01
2.589949601325707729e+00	9.322219294733919526e+00	4.339999999999999969e-01
2.424881636631067039e+00	8.602059991327962507e+00	4.990999999999999326e-01
2.193124598354461607e+00	7.740362689494244108e+00	4.537272727272727013e-01
2.495544337546448332e+00	9.414973347970818196e+00	4.840769230769230713e-01
2.409933123331294613e+00	9.113943352306836942e+00	4.506923076923077254e-01
2.030194785356751019e+00	7.033423755486949425e+00	4.360092592592592076e-01
