# mass	sfr	metal
1.022504329681396484e+01 5.052601099014282227e-01 9.120657920837402344e+00
1.037957572937011719e+01 1.356730103492736816e+00 9.009918212890625000e+00
1.050858592987060547e+01 9.842600822448730469e-01 9.067063331604003906e+00
9.629186630249023438e+00 3.182700872421264648e-01 8.830507278442382812e+00
9.897096633911132812e+00 2.699300944805145264e-01 8.897395133972167969e+00
1.036177730560302734e+01 5.976001024246215820e-01 9.064232826232910156e+00
9.863749504089355469e+00 1.980095403268933296e-03 8.871261596679687500e+00
1.037969398498535156e+01 5.407201051712036133e-01 9.075556755065917969e+00
1.038068675994873047e+01 1.545700877904891968e-01 9.044285774230957031e+00
1.001712226867675781e+01 1.309210062026977539e+00 8.816783905029296875e+00
9.995529174804687500e+00 5.780097562819719315e-03 8.926357269287109375e+00
9.295001029968261719e+00 -1.459299027919769287e-01 8.419940948486328125e+00
9.892928123474121094e+00 2.075600922107696533e-01 8.685484886169433594e+00
9.422159194946289062e+00 -2.811098992824554443e-01 8.851748466491699219e+00
9.871275901794433594e+00 5.517700910568237305e-01 8.924345016479492188e+00
9.755343437194824219e+00 -7.049399018287658691e-01 8.561171531677246094e+00
1.018791389465332031e+01 8.652009814977645874e-02 9.028514862060546875e+00
1.028719711303710938e+01 3.543801009654998779e-01 9.162364959716796875e+00
1.006357288360595703e+01 1.165600940585136414e-01 8.947539329528808594e+00
9.538233757019042969e+00 -3.121798932552337646e-01 8.866826057434082031e+00
1.092329025268554688e+01 1.042210102081298828e+00 9.106668472290039062e+00
9.998770713806152344e+00 5.789300799369812012e-01 8.899367332458496094e+00
9.296273231506347656e+00 -1.637099087238311768e-01 8.679704666137695312e+00
9.489035606384277344e+00 -1.351599097251892090e-01 8.575110435485839844e+00
9.932002067565917969e+00 1.335430145263671875e+00 8.690699577331542969e+00
1.094293022155761719e+01 9.960700869560241699e-01 9.147338867187500000e+00
1.048248577117919922e+01 8.412801027297973633e-01 9.060057640075683594e+00
9.941670417785644531e+00 -1.862698942422866821e-01 9.025409698486328125e+00
1.007420921325683594e+01 1.993500888347625732e-01 9.053176879882812500e+00
9.723301887512207031e+00 1.365600973367691040e-01 8.726758003234863281e+00
9.025177001953125000e+00 -4.559198915958404541e-01 8.618177413940429688e+00
1.032448673248291016e+01 3.311901092529296875e-01 8.915026664733886719e+00
1.087021446228027344e+01 1.016940116882324219e+00 8.950182914733886719e+00
9.772698402404785156e+00 3.352200984954833984e-01 8.673404693603515625e+00
9.724750518798828125e+00 4.097800850868225098e-01 8.879263877868652344e+00
9.694575309753417969e+00 2.401600927114486694e-01 8.810748100280761719e+00
1.080643844604492188e+01 -9.769907221198081970e-03 8.987517356872558594e+00
9.822575569152832031e+00 -1.386599093675613403e-01 9.002256393432617188e+00
9.483061790466308594e+00 -4.120899140834808350e-01 8.420865058898925781e+00
1.067134380340576172e+01 1.344300955533981323e-01 9.026519775390625000e+00
1.061446475982666016e+01 7.714501023292541504e-01 9.022544860839843750e+00
1.011041355133056641e+01 7.811700701713562012e-01 8.888103485107421875e+00
9.756944656372070312e+00 -8.075990527868270874e-02 8.727603912353515625e+00
9.961287498474121094e+00 4.438000917434692383e-01 8.898541450500488281e+00
1.045757961273193359e+01 6.229401230812072754e-01 9.145648002624511719e+00
9.596856117248535156e+00 -1.752299070358276367e-01 8.732209205627441406e+00
9.251449584960937500e+00 4.705801010131835938e-01 8.227007865905761719e+00
1.067960739135742188e+01 5.159000754356384277e-01 9.073967933654785156e+00
1.046532440185546875e+01 6.995701193809509277e-01 8.990521430969238281e+00
1.274011802673339844e+01 2.864512920379638672e+00 8.907714843750000000e+00
9.498160362243652344e+00 2.042400985956192017e-01 8.715603828430175781e+00
9.874329566955566406e+00 2.477800995111465454e-01 8.899711608886718750e+00
9.621892929077148438e+00 -7.342990487813949585e-02 8.774957656860351562e+00
9.859505653381347656e+00 4.207001030445098877e-01 8.815873146057128906e+00
9.564906120300292969e+00 -7.100990414619445801e-02 8.820727348327636719e+00
9.975508689880371094e+00 1.117201000452041626e-01 8.980909347534179688e+00
1.061839675903320312e+01 7.752701044082641602e-01 9.048655509948730469e+00
1.035804653167724609e+01 6.755700707435607910e-01 9.102919578552246094e+00
9.557147026062011719e+00 -4.014399051666259766e-01 8.801173210144042969e+00
1.025899600982666016e+01 6.494401097297668457e-01 9.048678398132324219e+00
9.865957260131835938e+00 -2.175099104642868042e-01 8.936125755310058594e+00
1.070004367828369141e+01 1.392210125923156738e+00 9.116692543029785156e+00
9.910176277160644531e+00 4.983600974082946777e-01 8.922030448913574219e+00
9.519898414611816406e+00 4.928009584546089172e-02 8.975770950317382812e+00
9.292565345764160156e+00 -3.082298934459686279e-01 8.728725433349609375e+00
9.621743202209472656e+00 -4.711599051952362061e-01 8.702176094055175781e+00
9.814285278320312500e+00 -8.410990238189697266e-02 8.862342834472656250e+00
9.741222381591796875e+00 2.467700988054275513e-01 8.939492225646972656e+00
1.041956996917724609e+01 3.822900950908660889e-01 8.993916511535644531e+00
9.142448425292968750e+00 -9.316199421882629395e-01 8.918970108032226562e+00
1.020718383789062500e+01 7.590001225471496582e-01 8.889548301696777344e+00
9.272018432617187500e+00 -2.094299048185348511e-01 8.621454238891601562e+00
9.600134849548339844e+00 -5.377098917961120605e-01 8.636427879333496094e+00
1.024164581298828125e+01 1.900500953197479248e-01 8.995726585388183594e+00
9.286805152893066406e+00 -6.345699429512023926e-01 8.670825958251953125e+00
1.038509368896484375e+01 6.852601170539855957e-01 9.066878318786621094e+00
9.551816940307617188e+00 3.237501084804534912e-01 8.658489227294921875e+00
1.001604843139648438e+01 7.762801051139831543e-01 8.843456268310546875e+00
1.038917255401611328e+01 4.747600853443145752e-01 8.931980133056640625e+00
9.948707580566406250e+00 1.476400941610336304e-01 8.635288238525390625e+00
9.114415168762207031e+00 -2.929998934268951416e-01 8.378753662109375000e+00
1.072802734375000000e+01 6.189401149749755859e-01 9.002159118652343750e+00
9.857028007507324219e+00 9.242100715637207031e-01 8.699229240417480469e+00
9.449229240417480469e+00 -7.849199175834655762e-01 8.940690040588378906e+00
9.702110290527343750e+00 3.925009816884994507e-02 8.998755455017089844e+00
1.094662761688232422e+01 1.335310101509094238e+00 9.129310607910156250e+00
9.843744277954101562e+00 -2.519299089908599854e-01 8.995533943176269531e+00
1.039401149749755859e+01 -5.004990473389625549e-02 8.683892250061035156e+00
1.013402080535888672e+01 3.768700957298278809e-01 8.983238220214843750e+00
8.349170684814453125e+00 -7.021099328994750977e-01 8.111698150634765625e+00
1.074732112884521484e+01 1.091190099716186523e+00 9.144064903259277344e+00
9.239915847778320312e+00 -5.336799025535583496e-01 8.839108467102050781e+00
1.017144203186035156e+01 7.516601085662841797e-01 8.993814468383789062e+00
1.048398590087890625e+01 7.954601049423217773e-01 9.103199005126953125e+00
9.763585090637207031e+00 2.638009563088417053e-02 8.876361846923828125e+00
1.027377319335937500e+01 7.212501168251037598e-01 9.098391532897949219e+00
1.074653148651123047e+01 1.079280138015747070e+00 9.113051414489746094e+00
9.364252090454101562e+00 -4.458099007606506348e-01 8.727992057800292969e+00
8.350187301635742188e+00 -9.935799241065979004e-01 8.157211303710937500e+00
9.700880050659179688e+00 1.006000936031341553e-01 8.798340797424316406e+00
9.912317276000976562e+00 3.074201047420501709e-01 8.562524795532226562e+00
9.806119918823242188e+00 9.852009266614913940e-02 8.930170059204101562e+00
9.575274467468261719e+00 1.007009297609329224e-02 8.696448326110839844e+00
1.047026729583740234e+01 9.309900999069213867e-01 9.049754142761230469e+00
1.012793445587158203e+01 1.259900927543640137e-01 8.974422454833984375e+00
9.805197715759277344e+00 3.509801030158996582e-01 8.804341316223144531e+00
1.015084075927734375e+01 -5.884990096092224121e-02 9.004611015319824219e+00
9.473549842834472656e+00 -3.268990293145179749e-02 8.780358314514160156e+00
9.908777236938476562e+00 2.045200914144515991e-01 8.691407203674316406e+00
1.030316257476806641e+01 5.687201023101806641e-01 9.140306472778320312e+00
9.575849533081054688e+00 -2.450999021530151367e-01 9.040491104125976562e+00
1.003573131561279297e+01 4.155100882053375244e-01 8.976158142089843750e+00
9.419278144836425781e+00 -4.078799188137054443e-01 8.663640022277832031e+00
9.576184272766113281e+00 -4.005199074745178223e-01 8.914134979248046875e+00
1.008547210693359375e+01 1.248900964856147766e-01 9.032232284545898438e+00
1.063551807403564453e+01 5.500000715255737305e-01 9.024111747741699219e+00
1.004823780059814453e+01 2.202009409666061401e-02 8.879423141479492188e+00
1.111943149566650391e+01 1.709200143814086914e+00 9.155709266662597656e+00
1.142780780792236328e+01 8.219701051712036133e-01 9.086041450500488281e+00
9.749989509582519531e+00 3.108201026916503906e-01 8.757632255554199219e+00
9.646195411682128906e+00 3.962009400129318237e-02 8.792688369750976562e+00
9.708209037780761719e+00 -5.807990208268165588e-02 8.677700042724609375e+00
1.003963947296142578e+01 1.202330112457275391e+00 8.956720352172851562e+00
8.998346328735351562e+00 -3.352699279785156250e-01 8.689150810241699219e+00
9.709301948547363281e+00 -5.959098935127258301e-01 8.672496795654296875e+00
1.010582160949707031e+01 4.929000735282897949e-01 9.022959709167480469e+00
1.081094455718994141e+01 1.003580093383789062e+00 9.147069931030273438e+00
1.014018726348876953e+01 4.683400988578796387e-01 9.075907707214355469e+00
1.065713310241699219e+01 7.708100676536560059e-01 9.195816993713378906e+00
8.853569030761718750e+00 -1.287419915199279785e+00 8.461704254150390625e+00
9.728515625000000000e+00 1.655500978231430054e-01 8.663960456848144531e+00
9.777359962463378906e+00 -3.784299194812774658e-01 8.848738670349121094e+00
9.091151237487792969e+00 -4.058799147605895996e-01 8.463900566101074219e+00
1.027826881408691406e+01 2.386500984430313110e-01 8.966362953186035156e+00
1.037880992889404297e+01 8.290300965309143066e-01 8.867602348327636719e+00
9.052735328674316406e+00 -6.015799045562744141e-01 8.386833190917968750e+00
7.625283241271972656e+00 -1.879069924354553223e+00 8.194950103759765625e+00
9.704532623291015625e+00 3.319200873374938965e-01 9.207120895385742188e+00
1.027983665466308594e+01 5.702900886535644531e-01 9.113975524902343750e+00
1.048651599884033203e+01 9.169901013374328613e-01 8.923488616943359375e+00
1.035473442077636719e+01 6.756300926208496094e-01 9.102699279785156250e+00
9.722426414489746094e+00 3.738100826740264893e-01 8.819036483764648438e+00
1.063830375671386719e+01 8.211200833320617676e-01 9.065297126770019531e+00
1.054691410064697266e+01 4.763301014900207520e-01 8.951963424682617188e+00
9.747564315795898438e+00 -5.274990200996398926e-02 8.823010444641113281e+00
1.045268344879150391e+01 1.018880128860473633e+00 9.096323013305664062e+00
9.564693450927734375e+00 -4.583998918533325195e-01 8.848248481750488281e+00
1.058019256591796875e+01 1.092900037765502930e+00 9.103894233703613281e+00
1.012106323242187500e+01 3.743501007556915283e-01 9.069074630737304688e+00
1.018484878540039062e+01 5.090200901031494141e-01 9.031625747680664062e+00
1.067948341369628906e+01 7.339100837707519531e-01 8.996269226074218750e+00
1.045360374450683594e+01 7.679100632667541504e-01 9.081312179565429688e+00
9.679320335388183594e+00 -3.364298939704895020e-01 8.593454360961914062e+00
1.098924255371093750e+01 7.452501058578491211e-01 9.047587394714355469e+00
9.621985435485839844e+00 -7.633799314498901367e-01 8.777126312255859375e+00
1.057415294647216797e+01 6.890500783920288086e-01 9.153053283691406250e+00
1.017562294006347656e+01 -1.172699108719825745e-01 8.823663711547851562e+00
9.398927688598632812e+00 -3.657199144363403320e-01 8.831452369689941406e+00
1.015852832794189453e+01 1.821700930595397949e-01 8.922253608703613281e+00
9.873619079589843750e+00 -4.092898964881896973e-01 8.934967041015625000e+00
1.041511058807373047e+01 4.842600822448730469e-01 9.149089813232421875e+00
1.071499824523925781e+01 3.559900820255279541e-01 8.953717231750488281e+00
8.668489456176757812e+00 8.250010013580322266e-02 8.979397773742675781e+00
9.811960220336914062e+00 1.380095025524497032e-03 8.943076133728027344e+00
1.069876861572265625e+01 2.111500948667526245e-01 9.016223907470703125e+00
1.030901241302490234e+01 5.840901136398315430e-01 8.955166816711425781e+00
1.061465644836425781e+01 9.750601053237915039e-01 9.149287223815917969e+00
1.010993099212646484e+01 -1.108499094843864441e-01 9.018510818481445312e+00
8.975654602050781250e+00 -8.785599470138549805e-01 8.687308311462402344e+00
1.023063850402832031e+01 5.453000664710998535e-01 8.984648704528808594e+00
1.015973758697509766e+01 5.368201136589050293e-01 8.829553604125976562e+00
9.139935493469238281e+00 8.746600747108459473e-01 8.623810768127441406e+00
9.028233528137207031e+00 -5.007498860359191895e-01 8.447467803955078125e+00
9.743399620056152344e+00 2.668009512126445770e-02 8.798157691955566406e+00
1.007032585144042969e+01 3.564600944519042969e-01 9.001139640808105469e+00
1.110441112518310547e+01 1.321240067481994629e+00 9.077624320983886719e+00
9.286310195922851562e+00 -8.302699327468872070e-01 8.608031272888183594e+00
9.209176063537597656e+00 -1.501599103212356567e-01 8.531290054321289062e+00
1.013707923889160156e+01 2.741001248359680176e-01 8.744563102722167969e+00
9.842432022094726562e+00 -2.705990895628929138e-02 8.972725868225097656e+00
9.279686927795410156e+00 -6.098799109458923340e-01 8.494783401489257812e+00
1.031454753875732422e+01 5.326400995254516602e-01 8.979323387145996094e+00
8.672837257385253906e+00 -6.299899220466613770e-01 8.221683502197265625e+00
9.252366065979003906e+00 -1.054069876670837402e+00 8.778636932373046875e+00
1.060727024078369141e+01 9.737700819969177246e-01 9.059898376464843750e+00
9.790611267089843750e+00 3.130092052742838860e-03 8.759573936462402344e+00
1.063434219360351562e+01 1.148270130157470703e+00 8.978701591491699219e+00
9.950846672058105469e+00 3.175201117992401123e-01 8.981683731079101562e+00
9.946455001831054688e+00 7.830801010131835938e-01 8.859888076782226562e+00
9.815910339355468750e+00 3.512600958347320557e-01 8.746318817138671875e+00
9.557713508605957031e+00 -2.991199195384979248e-01 8.622941970825195312e+00
1.017495727539062500e+01 -1.459399014711380005e-01 8.976333618164062500e+00
1.008039760589599609e+01 1.894500851631164551e-01 9.080315589904785156e+00
1.046121978759765625e+01 5.150300860404968262e-01 9.036657333374023438e+00
9.152257919311523438e+00 -4.767799079418182373e-01 8.371264457702636719e+00
1.056460475921630859e+01 7.026100754737854004e-01 9.146763801574707031e+00
1.059662055969238281e+01 -5.246499180793762207e-01 8.703137397766113281e+00
9.753052711486816406e+00 -5.809989944100379944e-02 8.787781715393066406e+00
9.515020370483398438e+00 -4.880990460515022278e-02 8.938853263854980469e+00
1.045055103302001953e+01 5.622600913047790527e-01 8.947111129760742188e+00
9.263780593872070312e+00 2.941100895404815674e-01 8.612058639526367188e+00
1.040672302246093750e+01 5.698009580373764038e-02 8.784299850463867188e+00
1.043588829040527344e+01 6.641901135444641113e-01 9.098649978637695312e+00
1.030232238769531250e+01 7.302300930023193359e-01 8.841791152954101562e+00
9.269348144531250000e+00 -1.270499229431152344e-01 8.770168304443359375e+00
1.037974834442138672e+01 8.065201044082641602e-01 9.062232971191406250e+00
1.033164882659912109e+01 4.979701042175292969e-01 9.135046005249023438e+00
1.065164852142333984e+01 5.252801179885864258e-01 9.116181373596191406e+00
9.994385719299316406e+00 3.235400915145874023e-01 8.906527519226074219e+00
9.338669776916503906e+00 -1.030399054288864136e-01 8.699104309082031250e+00
1.026294994354248047e+01 4.899100959300994873e-01 9.058006286621093750e+00
9.779456138610839844e+00 9.018009901046752930e-02 8.745974540710449219e+00
7.324929714202880859e+00 -1.764639973640441895e+00 8.244053840637207031e+00
9.984370231628417969e+00 4.252800941467285156e-01 8.859293937683105469e+00
9.837805747985839844e+00 -3.136599063873291016e-01 8.986842155456542969e+00
8.824175834655761719e+00 -1.184929966926574707e+00 8.507385253906250000e+00
1.129243755340576172e+01 8.793100714683532715e-01 8.955301284790039062e+00
8.945859909057617188e+00 -7.745699286460876465e-01 8.486666679382324219e+00
9.334062576293945312e+00 -2.001598924398422241e-01 8.728719711303710938e+00
9.619502067565917969e+00 -1.629990525543689728e-02 8.815779685974121094e+00
1.065209197998046875e+01 1.163250088691711426e+00 8.948159217834472656e+00
1.112498855590820312e+01 1.506530046463012695e+00 9.152674674987792969e+00
9.320530891418457031e+00 2.624009363353252411e-02 8.345844268798828125e+00
1.099572277069091797e+01 1.244950056076049805e+00 9.106901168823242188e+00
8.607907295227050781e+00 -7.019098997116088867e-01 8.246510505676269531e+00
9.989909172058105469e+00 1.167260050773620605e+00 9.010006904602050781e+00
1.126796722412109375e+01 1.084080100059509277e+00 8.997217178344726562e+00
8.353020668029785156e+00 -1.016529917716979980e+00 8.639983177185058594e+00
9.579461097717285156e+00 -1.852299124002456665e-01 8.827753067016601562e+00
1.080402851104736328e+01 5.828201174736022949e-01 9.008525848388671875e+00
9.811876296997070312e+00 -1.682399064302444458e-01 9.000831604003906250e+00
9.782406806945800781e+00 3.741009533405303955e-02 8.968159675598144531e+00
9.352964401245117188e+00 -6.024599075317382812e-01 8.844211578369140625e+00
1.015052890777587891e+01 -6.577990204095840454e-02 8.936835289001464844e+00
9.626131057739257812e+00 -1.297999024391174316e-01 8.836695671081542969e+00
9.157674789428710938e+00 -1.583999097347259521e-01 8.680343627929687500e+00
9.847712516784667969e+00 1.494200974702835083e-01 8.971263885498046875e+00
9.684440612792968750e+00 1.046100929379463196e-01 8.914019584655761719e+00
1.013063526153564453e+01 -1.369999051094055176e-01 8.951836585998535156e+00
1.060672760009765625e+01 8.272501230239868164e-01 9.044226646423339844e+00
9.650588989257812500e+00 2.781201004981994629e-01 8.831743240356445312e+00
9.613031387329101562e+00 -8.026990294456481934e-02 8.995763778686523438e+00
1.004730415344238281e+01 5.670000910758972168e-01 8.896812438964843750e+00
8.028196334838867188e+00 -1.032929897308349609e+00 8.167261123657226562e+00
1.023478126525878906e+01 5.657200813293457031e-01 8.985006332397460938e+00
6.052317142486572266e+00 -1.570840001106262207e+00 9.138750076293945312e+00
9.765354156494140625e+00 2.975800931453704834e-01 8.882224082946777344e+00
1.076583766937255859e+01 4.555800855159759521e-01 8.965480804443359375e+00
9.327433586120605469e+00 6.005101203918457031e-01 8.187760353088378906e+00
1.074058914184570312e+01 8.988500833511352539e-01 9.114701271057128906e+00
1.066528701782226562e+01 7.109301090240478516e-01 9.071728706359863281e+00
1.025858783721923828e+01 5.832601189613342285e-01 9.015065193176269531e+00
1.072960376739501953e+01 1.246730089187622070e+00 9.118817329406738281e+00
1.035236835479736328e+01 6.115400791168212891e-01 8.977416992187500000e+00
8.729823112487792969e+00 -4.779499173164367676e-01 8.258984565734863281e+00
1.016698551177978516e+01 5.627000927925109863e-01 9.097839355468750000e+00
1.027266502380371094e+01 5.453701019287109375e-01 9.002160072326660156e+00
9.459018707275390625e+00 -2.068599015474319458e-01 8.386650085449218750e+00
9.045714378356933594e+00 -3.534099161624908447e-01 8.631132125854492188e+00
9.984406471252441406e+00 3.304009884595870972e-02 8.899569511413574219e+00
9.895847320556640625e+00 -2.370699048042297363e-01 9.039791107177734375e+00
1.068658542633056641e+01 8.098201155662536621e-01 9.121338844299316406e+00
1.051844406127929688e+01 -1.633899062871932983e-01 8.663635253906250000e+00
1.059610176086425781e+01 1.010060071945190430e+00 9.074282646179199219e+00
1.004311752319335938e+01 3.046600818634033203e-01 8.999803543090820312e+00
9.914959907531738281e+00 9.419800639152526855e-01 8.607712745666503906e+00
9.955909729003906250e+00 1.073300912976264954e-01 8.930101394653320312e+00
9.890517234802246094e+00 3.893100917339324951e-01 9.005039215087890625e+00
1.006051445007324219e+01 2.427600920200347900e-01 8.990617752075195312e+00
9.893246650695800781e+00 7.378600835800170898e-01 8.866367340087890625e+00
1.017859458923339844e+01 4.510501027107238770e-01 8.955013275146484375e+00
1.041197204589843750e+01 5.547201037406921387e-01 9.119954109191894531e+00
9.020583152770996094e+00 -9.415299296379089355e-01 8.828355789184570312e+00
1.108589744567871094e+01 1.504680037498474121e+00 9.210638046264648438e+00
1.017623901367187500e+01 4.786700904369354248e-01 8.955650329589843750e+00
1.084096717834472656e+01 1.099360108375549316e+00 9.174304962158203125e+00
7.739371299743652344e+00 -1.860989928245544434e+00 8.150625228881835938e+00
1.042898368835449219e+01 7.344101071357727051e-01 9.084106445312500000e+00
1.107562065124511719e+01 8.598501086235046387e-01 9.141412734985351562e+00
9.906511306762695312e+00 -1.556598991155624390e-01 9.012284278869628906e+00
9.813803672790527344e+00 -9.319990128278732300e-02 8.981835365295410156e+00
8.941088676452636719e+00 -4.659298956394195557e-01 8.382263183593750000e+00
8.992834091186523438e+00 -3.632599115371704102e-01 8.277579307556152344e+00
1.075450325012207031e+01 1.192630052566528320e+00 9.122570037841796875e+00
9.869357109069824219e+00 4.691009595990180969e-02 8.982298851013183594e+00
9.925923347473144531e+00 8.366009593009948730e-02 9.033997535705566406e+00
1.074103832244873047e+01 4.394700825214385986e-01 9.130809783935546875e+00
9.048048973083496094e+00 -4.166499078273773193e-01 8.494935989379882812e+00
9.830297470092773438e+00 -2.319990657269954681e-02 8.904101371765136719e+00
9.555141448974609375e+00 -1.299999058246612549e-01 8.752118110656738281e+00
1.009410285949707031e+01 6.092501282691955566e-01 8.962889671325683594e+00
9.988246917724609375e+00 5.934009328484535217e-02 9.017459869384765625e+00
1.042969036102294922e+01 8.015100955963134766e-01 9.085922241210937500e+00
9.007649421691894531e+00 -3.883799016475677490e-01 8.907543182373046875e+00
1.060617542266845703e+01 1.324100941419601440e-01 9.035810470581054688e+00
1.047146034240722656e+01 1.019550085067749023e+00 9.099393844604492188e+00
9.237406730651855469e+00 -6.084399223327636719e-01 8.566473960876464844e+00
1.030687618255615234e+01 2.705400884151458740e-01 8.977384567260742188e+00
1.040148162841796875e+01 -7.086990773677825928e-02 9.062680244445800781e+00
9.491440773010253906e+00 2.188200950622558594e-01 8.485770225524902344e+00
1.087398433685302734e+01 9.799001216888427734e-01 9.150670051574707031e+00
9.861926078796386719e+00 -3.893699049949645996e-01 8.604811668395996094e+00
9.352085113525390625e+00 9.129300713539123535e-01 8.149532318115234375e+00
1.050178909301757812e+01 5.439009517431259155e-02 9.007391929626464844e+00
8.992607116699218750e+00 -4.641199111938476562e-01 8.688214302062988281e+00
1.065290164947509766e+01 6.405600905418395996e-01 9.145727157592773438e+00
9.631698608398437500e+00 -3.056099116802215576e-01 8.824136734008789062e+00
9.281022071838378906e+00 -1.564669966697692871e+00 9.016328811645507812e+00
9.623223304748535156e+00 -3.713499009609222412e-01 8.802923202514648438e+00
1.119201374053955078e+01 1.287320137023925781e+00 9.100723266601562500e+00
8.569826126098632812e+00 -8.367099165916442871e-01 8.335975646972656250e+00
1.009849548339843750e+01 5.334300994873046875e-01 8.973726272583007812e+00
9.881551742553710938e+00 6.682009994983673096e-02 8.927636146545410156e+00
9.029932975769042969e+00 -7.759199142456054688e-01 8.546328544616699219e+00
1.093220424652099609e+01 1.359710097312927246e+00 9.219998359680175781e+00
9.041603088378906250e+00 -5.773099064826965332e-01 8.363936424255371094e+00
1.010954856872558594e+01 1.213140130043029785e+00 8.920303344726562500e+00
9.778369903564453125e+00 2.805700898170471191e-01 8.665452957153320312e+00
1.076188755035400391e+01 7.119901180267333984e-01 9.132108688354492188e+00
9.923276901245117188e+00 2.329100966453552246e-01 8.949835777282714844e+00
9.118036270141601562e+00 -3.903999030590057373e-01 8.376509666442871094e+00
9.582885742187500000e+00 -1.343899071216583252e-01 8.608070373535156250e+00
9.171119689941406250e+00 -7.596698999404907227e-01 8.730087280273437500e+00
1.037130165100097656e+01 2.132100909948348999e-01 9.055518150329589844e+00
1.023730754852294922e+01 9.588301181793212891e-01 9.099549293518066406e+00
1.060138702392578125e+01 1.219720125198364258e+00 8.946278572082519531e+00
1.024714469909667969e+01 -5.508499145507812500e-01 8.719232559204101562e+00
9.817504882812500000e+00 7.150400876998901367e-01 8.830961227416992188e+00
9.247417449951171875e+00 6.334301233291625977e-01 8.259437561035156250e+00
9.345940589904785156e+00 -2.018399089574813843e-01 8.494390487670898438e+00
1.023042774200439453e+01 5.664300918579101562e-01 8.929979324340820312e+00
1.098086833953857422e+01 1.177810072898864746e+00 9.013348579406738281e+00
9.896191596984863281e+00 -1.572498977184295654e-01 9.148579597473144531e+00
9.982340812683105469e+00 5.653009191155433655e-02 8.877985000610351562e+00
1.072998809814453125e+01 5.878500938415527344e-01 8.923188209533691406e+00
9.964204788208007812e+00 4.863009601831436157e-02 9.001785278320312500e+00
9.875007629394531250e+00 -7.958599328994750977e-01 8.804537773132324219e+00
7.180154800415039062e+00 -1.572229981422424316e+00 8.954906463623046875e+00
1.030656051635742188e+01 5.717000961303710938e-01 9.084195137023925781e+00
1.026502227783203125e+01 4.615700840950012207e-01 9.028045654296875000e+00
1.074322795867919922e+01 1.093710064888000488e+00 9.139694213867187500e+00
9.498597145080566406e+00 -8.318399190902709961e-01 8.739319801330566406e+00
1.082514476776123047e+01 6.632000803947448730e-01 9.035600662231445312e+00
9.555855751037597656e+00 2.883901000022888184e-01 8.751686096191406250e+00
1.011626911163330078e+01 3.283700942993164062e-01 8.945810317993164062e+00
9.772437095642089844e+00 -2.409989573061466217e-02 8.837670326232910156e+00
1.010546207427978516e+01 2.864601016044616699e-01 9.105245590209960938e+00
9.973053932189941406e+00 -4.858990386128425598e-02 8.963996887207031250e+00
1.022385501861572266e+01 3.442300856113433838e-01 9.121347427368164062e+00
8.481312751770019531e+00 -5.115599036216735840e-01 8.345696449279785156e+00
9.778656959533691406e+00 4.588100910186767578e-01 8.854853630065917969e+00
9.877820968627929688e+00 4.008100926876068115e-01 8.996669769287109375e+00
9.161833763122558594e+00 -1.066109895706176758e+00 8.611164093017578125e+00
1.012815380096435547e+01 1.168800964951515198e-01 9.074773788452148438e+00
1.076520633697509766e+01 6.266201138496398926e-01 9.189351081848144531e+00
8.317001342773437500e+00 -1.043879985809326172e+00 8.438632965087890625e+00
1.005761432647705078e+01 -3.607799112796783447e-01 8.896081924438476562e+00
1.053316974639892578e+01 7.295501232147216797e-01 8.951255798339843750e+00
9.941034317016601562e+00 -3.458599150180816650e-01 9.022729873657226562e+00
1.052171611785888672e+01 6.855400800704956055e-01 9.021923065185546875e+00
1.000147342681884766e+01 6.421501040458679199e-01 8.759882926940917969e+00
9.882414817810058594e+00 1.721600890159606934e-01 8.869274139404296875e+00
9.330836296081542969e+00 -3.265899121761322021e-01 8.907749176025390625e+00
1.012713623046875000e+01 8.074009418487548828e-02 9.002648353576660156e+00
1.046980381011962891e+01 8.755201101303100586e-01 9.252140998840332031e+00
1.074652004241943359e+01 7.988801002502441406e-01 9.109186172485351562e+00
9.916985511779785156e+00 -2.727299034595489502e-01 8.912347793579101562e+00
9.469227790832519531e+00 -2.862599194049835205e-01 8.712328910827636719e+00
9.623436927795410156e+00 1.838900893926620483e-01 8.854331016540527344e+00
1.062554645538330078e+01 5.764001011848449707e-01 9.129648208618164062e+00
1.013438510894775391e+01 3.783301115036010742e-01 8.958764076232910156e+00
9.839417457580566406e+00 -2.886599004268646240e-01 8.989207267761230469e+00
9.618292808532714844e+00 1.161300987005233765e-01 8.816877365112304688e+00
9.670412063598632812e+00 1.247900947928428650e-01 8.834228515625000000e+00
1.026788234710693359e+01 4.498600959777832031e-01 9.001461029052734375e+00
9.717269897460937500e+00 -1.944099068641662598e-01 8.873364448547363281e+00
1.004746437072753906e+01 -1.009299084544181824e-01 9.149084091186523438e+00
8.492724418640136719e+00 -1.379219889640808105e+00 8.417970657348632812e+00
1.075536537170410156e+01 9.672800898551940918e-01 9.051314353942871094e+00
9.904348373413085938e+00 -5.372499227523803711e-01 8.567397117614746094e+00
9.683341979980468750e+00 1.238200962543487549e-01 9.020070075988769531e+00
9.579964637756347656e+00 4.654400944709777832e-01 8.855075836181640625e+00
1.055767345428466797e+01 3.399600982666015625e-01 9.096540451049804688e+00
1.077532005310058594e+01 8.813000917434692383e-01 9.199702262878417969e+00
